,category,counts,chosen
359,drawers,0.0,False
360,drawing,0.0035220281602569366,True
361,dress,0.005270800726320993,True
362,dresser,0.0,False
363,dresses,0.002278911027800439,True
364,drink,0.0,False
365,driver,0.0,False
366,driveway,0.0,False
367,duck,0.0,False
368,ducks,0.0,False
369,dumpster,0.0,False
370,dwelling,0.0,False
371,ear,0.0,False
372,earring,0.0,False
373,ears,0.0,False
374,easel,0.0,False
375,edge,0.0,False
376,egg,0.0,False
377,eggs,0.0,False
378,elbow,0.0,False
379,elephant,0.0,False
380,elephants,0.0,False
381,emblem,0.0,False
382,enclosure,0.0,False
383,end,0.0,False
384,end table,0.0,False
385,engine,0.0,False
386,entrance,0.0,False
387,equipment,0.0,False
388,escalator,0.0,False
389,evergreen,0.0,False
390,exhaustion,0.0,False
391,eye,0.0,False
392,eyeglasses,0.0,False
393,eyes,0.0,False
394,fabric,0.002128511494224671,True
395,face,0.002863506322417077,True
396,family,0.0028753632168629973,True
397,fan,0.0,False
398,faucet,0.0,False
399,feather,0.0,False
400,feathers,0.0,False
401,feeder,0.0,False
402,feet,0.0,False
403,female,0.0032013084494166184,True
404,fence,0.0,False
405,fencing,0.0,False
406,fender,0.0,False
407,field,0.0,False
408,figurine,0.0,False
409,filter,0.0,False
410,finger,0.0,False
411,fingernail,0.0,False
412,fire,0.0,False
413,fire hydrant,0.0,False
414,fire truck,0.0,False
415,fireplace,0.0,False
416,fish,0.0,False
417,flag,0.0,False
418,flags,0.0,False
419,flame,0.0,False
420,flip flops,0.0,False
421,floor,0.0032796382241342976,True
422,floor mat,0.0,False
423,flooring,0.0,False
424,floors,0.0,False
425,flower,0.0028112776307749805,True
426,flower bed,0.0,False
427,flower pot,0.0,False
428,flowers,0.003990733584998349,True
429,foam,0.0,False
430,foil,0.0,False
431,foliage,0.0,False
432,food,0.0030367973546658405,True
433,food truck,0.0,False
434,foot,0.0,False
435,footprints,0.0,False
436,forehead,0.0,False
437,forest,0.0,False
438,fork,0.0,False
439,fountain,0.0,False
440,fox,0.0,False
441,frame,0.002514324759808364,True
442,french fries,0.0,False
443,french fry,0.0,False
444,fridge,0.0,False
445,friend,0.0,False
446,fries,0.0,False
447,frisbee,0.0,False
448,front,0.004332196229746296,True
449,front car,0.0,False
450,front leg,0.0,False
451,front tire,0.0,False
452,front wheel,0.0,False
453,front window,0.0,False
454,frosting,0.0,False
455,fruit,0.0,False
456,fruits,0.0,False
457,fry,0.0,False
458,fur,0.0,False
459,furniture,0.0023710340578019626,True
460,garage,0.0,False
461,garage floor,0.0,False
462,garbage can,0.0,False
463,garden,0.0033460050024423345,True
464,gate,0.0,False
465,giraffe,0.0,False
466,giraffes,0.0,False
467,girl,0.007307268767016931,True
468,girls,0.0020276615777070225,True
469,glass,0.006595775523788923,True
470,glasses,0.0,False
471,glove,0.0,False
472,gloves,0.0,False
473,goat,0.0,False
474,goose,0.0,False
475,graffiti,0.0,False
476,grapes,0.0,False
477,graphic,0.0,False
478,grass,0.0,False
479,grate,0.0,False
480,grating,0.0,False
481,gravel,0.0,False
482,greenery,0.0,False
483,greens,0.0,False
484,grill,0.0,False
485,grooves,0.0,False
486,ground,0.0,False
487,group,0.0,False
488,guard,0.0,False
489,guy,0.0,False
490,hair,0.0036683162427384812,True
491,haircut,0.0,False
492,hand,0.006465588414302174,True
493,handbag,0.0,False
494,handle,0.0,False
495,handle bars,0.0,False
496,handlebars,0.0,False
497,handles,0.0,False
498,handrail,0.0,False
499,hands,0.002056521311839374,True
500,hanger,0.0,False
501,harness,0.0,False
502,hat,0.0,False
503,hatchback,0.0,False
504,hats,0.0,False
505,hawk,0.0,False
506,hay,0.0,False
507,head,0.002152517063516747,True
508,head light,0.0,False
509,headband,0.0,False
510,headboard,0.0,False
511,headlight,0.0,False
512,headlights,0.0,False
513,headphones,0.0,False
514,heart,0.002274136439432954,True
515,hedge,0.0,False
516,hedges,0.0,False
517,helmet,0.0,False
518,helmets,0.0,False
519,herd,0.0,False
520,highway,0.0,False
521,highway scaffolding,0.0,False
522,hill,0.0,False
523,hills,0.0,False
524,hillside,0.0,False
525,hinge,0.0,False
526,holder,0.0,False
527,hole,0.0,False
528,home,0.0081917877875844,True
529,home plate,0.0,False
530,hoodie,0.0,False
531,hook,0.0,False
532,hooves,0.0,False
533,horn,0.0,False
534,horns,0.0,False
535,horse,0.0,False
536,horse's head,0.0,False
537,horses,0.0,False
538,hose,0.0,False
539,hot dog,0.0,False
540,hot pack,0.0,False
541,hotdog,0.0,False
542,house,0.007009864962704496,True
543,houses,0.0,False
544,human,0.0,False
545,hydrant,0.0,False
546,icing,0.0,False
547,image,0.006906574701021245,True
548,infield,0.0,False
549,intersection,0.0,False
550,item,0.0,False
551,items,0.0,False
552,jacket,0.0,False
553,jar,0.0,False
554,jean,0.0,False
555,jeans,0.0,False
556,jeep,0.0,False
557,jersey,0.0,False
558,jet,0.0,False
559,jockey,0.0,False
560,jug,0.0,False
561,juice,0.0,False
562,jump suit,0.0,False
563,kayak,0.0,False
564,ketchup,0.0,False
565,kettle,0.0,False
566,keyboard,0.0,False
567,keys,0.0,False
568,kid,0.0,False
569,kids,0.0033467211906974574,True
570,kitchen,0.003533778952739135,True
571,kite,0.0,False
572,kites,0.0,False
573,kitten,0.0,False
574,knee,0.0,False
575,knee pad,0.0,False
576,knees,0.0,False
577,knife,0.0,False
578,knob,0.0,False
579,knobs,0.0,False
580,label,0.0,False
581,lace,0.0,False
582,ladder,0.0,False
583,lady,0.0,False
584,lake,0.0,False
585,lamb,0.0,False
586,lamp,0.0,False
587,lamp post,0.0,False
588,lamp shade,0.0,False
589,lamppost,0.0,False
590,lamps,0.0,False
591,land,0.0,False
592,landscape,0.0,False
593,lantern,0.0,False
594,lanyard,0.0,False
595,laptop,0.0,False
596,lawn,0.0,False
597,lawn chair,0.0,False
598,leaf,0.0,False
599,leash,0.0,False
600,leaves,0.0,False
601,ledge,0.0,False
602,left ear,0.0,False
603,left hand,0.0,False
604,leg,0.0,False
605,legs,0.0,False
606,lemon,0.0,False
607,letter,0.0,False
608,lettering,0.0,False
609,letters,0.0,False
610,lettuce,0.0,False
611,"lettuce, tomatoes",0.0,False
612,lid,0.0,False
613,lift,0.0,False
614,light,0.005464834692477384,True
615,light fixture,0.0,False
616,light pole,0.0,False
617,light post,0.0,False
618,light shade,0.0,False
619,lighthouse,0.0,False
620,lighting,0.0,False
621,lights,0.0,False
622,limb,0.0,False
623,line,0.003427836141962836,True
624,lines,0.0,False
625,linoleum,0.0,False
626,lion,0.0,False
627,lips,0.0,False
628,liquid,0.0,False
629,lock,0.0,False
630,log,0.0,False
631,logo,0.002736183965950819,True
632,lot,0.0,False
633,luggage,0.0,False
634,m&m,0.0,False
635,machine,0.0,False
636,magazine,0.0,False
637,male,0.0,False
638,man,0.007022199315987165,True
639,mane,0.0,False
640,manhole,0.0,False
641,manhole cover,0.0,False
642,mannequin,0.0,False
643,map,0.0,False
644,mark,0.0,False
645,marker,0.0,False
646,marking,0.0,False
647,markings,0.0,False
648,marks,0.0,False
649,mask,0.0,False
650,mat,0.0,False
651,material,0.0,False
652,mattress,0.0,False
653,meal,0.0,False
654,meat,0.0,False
655,median,0.0,False
656,men,0.003458897491842417,True
657,menu,0.0,False
658,meter,0.0,False
659,metrobus,0.0,False
660,microphone,0.0,False
661,microwave,0.0,False
662,mini van,0.0,False
663,minivan,0.0,False
664,mirror,0.0,False
665,mirrors,0.0,False
666,mist,0.0,False
667,mitt,0.0,False
668,molding,0.0,False
669,monitor,0.0,False
670,monkey,0.0,False
671,moped,0.0,False
672,moss,0.0,False
673,mother,0.0,False
674,mother elephant,0.0,False
675,motorbike,0.0,False
676,motorcycle,0.0,False
677,motorcycles,0.0,False
678,mound,0.0,False
679,mountain,0.0,False
680,mountain range,0.0,False
681,mountains,0.0,False
682,mouse,0.0,False
683,mouse pad,0.0,False
684,mousepad,0.0,False
685,mouth,0.0,False
686,mud,0.0,False
687,mug,0.0,False
688,mulch,0.0,False
689,mural of red paint,0.0,False
690,mushrooms,0.0,False
691,mustard,0.0,False
692,name,0.0,False
693,napkin,0.0,False
694,napkins,0.0,False
695,neck,0.0,False
696,necklace,0.0,False
697,necktie,0.0,False
698,net,0.0,False
699,netting,0.0,False
700,newspaper,0.0,False
701,nightstand,0.0,False
702,noodles,0.0,False
703,nose,0.0,False
704,notebook,0.0,False
705,number,0.0,False
706,numbers,0.0,False
707,numerals,0.0,False
708,nuts,0.0,False
709,oar,0.0,False
710,object,0.0,False
711,objects,0.0,False
712,ocean,0.0,False
713,officer,0.0,False
714,olive,0.0,False
715,olives,0.0,False
716,onion,0.0,False
717,onions,0.0,False
718,orange,0.0037675215788184405,True
719,oranges,0.0,False
720,ornament,0.0,False
721,ottoman,0.0,False
722,outfit,0.0,False
723,outlet,0.0,False
724,outside,0.0,False
725,oven,0.0,False
726,overpass,0.0,False
727,pack,0.0,False
728,package,0.0,False
729,packet,0.0,False
730,pad,0.0,False
731,paddle,0.0,False
732,pads,0.0,False
733,paint,0.0,False
734,painting,0.003600092680065311,True
735,palm,0.0,False
736,palm tree,0.0,False
737,palm trees,0.0,False
738,pan,0.0,False
739,panda,0.0,False
740,pane,0.0,False
741,panel,0.0,False
742,panels,0.0,False
743,panes,0.0,False
744,pant,0.0,False
745,pants,0.0,False
746,paper,0.005101859874584827,True
747,paper plate,0.0,False
748,papers,0.0,False
749,parade,0.0,False
750,parasail,0.0,False
751,parasol,0.0,False
752,park,0.0028777505110467397,True
753,parking lot,0.0,False
754,parking meter,0.0,False
755,part,0.0,False
756,partition,0.0,False
757,passenger,0.0,False
758,passengers,0.0,False
759,pasta,0.0,False
760,pastry,0.0,False
761,pasture,0.0,False
762,patch,0.0,False
763,path,0.0,False
764,pathway,0.0,False
765,patio,0.0,False
766,pattern,0.004351745516562052,True
767,pavement,0.0,False
768,paw,0.0,False
769,paws,0.0,False
770,peak,0.0,False
771,peaks,0.0,False
772,pear,0.0,False
773,pedal,0.0,False
774,pedestrian,0.0,False
775,peel,0.0,False
776,pen,0.0,False
777,pencil,0.0,False
778,people,0.0037344708171190744,True
779,pepper,0.0,False
780,pepperoni,0.0,False
781,peppers,0.0,False
782,person,0.05531700150014914,True
783,petal,0.0,False
784,petals,0.0,False
785,phone,0.0,False
786,photo,0.009428697955163167,True
787,photographing,0.0,False
788,pickle,0.0,False
789,picture,0.0025549352864229144,True
790,picture frame,0.0,False
791,pictures,0.003929141395057797,True
792,pie,0.0,False
793,piece,0.002736873628715011,True
794,pieces,0.0,False
795,pier,0.0,False
796,pile,0.0,False
797,pillar,0.0,False
798,pillars,0.0,False
799,pillow,0.0,False
800,pillows,0.0,False
801,pine tree,0.0,False
802,pineapple,0.0,False
803,pipe,0.0,False
804,pipes,0.0,False
805,pit bull,0.0,False
806,pitcher,0.0,False
807,pitching area,0.0,False
808,pizza,0.0,False
809,pizza server,0.0,False
810,place,0.0,False
811,placemat,0.0,False
812,plane,0.0,False
813,planes,0.0,False
814,plank,0.0,False
815,planks,0.0,False
816,plant,0.0,False
817,planter,0.0,False
818,plants,0.0,False
819,plastic,0.0,False
820,plate,0.0,False
821,plates,0.0,False
822,platform,0.0,False
823,player,0.0,False
824,players,0.0,False
825,plug,0.0,False
826,pocket,0.0,False
827,pole,0.0,False
828,poles,0.0,False
829,police officer,0.0,False
830,policeman,0.0,False
831,pond,0.0,False
832,pony,0.0,False
833,ponytail,0.0,False
834,pool,0.0,False
835,porch,0.0,False
836,portion,0.0,False
837,post,0.0,False
838,posten,0.0,False
839,poster,0.002889819609420104,True
840,posts,0.0,False
841,pot,0.0,False
842,potato,0.0,False
843,potatoes,0.0,False
844,pots,0.0,False
845,power line,0.0,False
846,power lines,0.0,False
847,print,0.004567079451935611,True
848,printer,0.0,False
849,produce,0.0,False
850,propeller,0.0,False
851,puddle,0.0,False
852,pumpkin,0.0,False
853,puppy,0.0,False
854,purse,0.0,False
855,quarry,0.0,False
856,quilt,0.0,False
857,rack,0.0,False
858,racket,0.0,False
859,racquet,0.0,False
860,raft,0.0,False
861,rail,0.0,False
862,railing,0.0,False
863,railings,0.0,False
864,railroad,0.0,False
865,rails,0.0,False
866,ramp,0.0,False
867,range,0.0,False
868,rare wheel,0.0,False
869,rear,0.0,False
870,rectangle,0.0,False
871,reflection,0.0,False
872,reflector,0.0,False
873,refrigerator,0.0,False
874,relish,0.0,False
875,remote,0.0,False
876,remote control,0.0,False
877,ribbon,0.0,False
878,rice,0.0,False
879,rider,0.0,False
880,right,0.002120155964581573,True
881,right arm,0.0,False
882,right ear,0.0,False
883,right hand,0.0,False
884,right leg,0.0,False
885,rim,0.0,False
886,ring,0.0,False
887,ripple,0.0,False
888,ripples,0.0,False
889,river,0.0,False
890,riverbed,0.0,False
891,road,0.002041003899645049,True
892,road sign,0.0,False
893,roadway,0.0,False
894,robe,0.0,False
895,rock,0.0,False
896,rocks,0.0,False
897,rod,0.0,False
898,roll,0.0,False
899,rolling bag,0.0,False
900,rolls,0.0,False
901,roman numerals,0.0,False
902,roof,0.0,False
903,room,0.007834144593368866,True
904,rope,0.0,False
905,rose,0.0,False
906,roses,0.0,False
907,row,0.0,False
908,rug,0.0,False
909,run way,0.0,False
910,runway,0.0,False
911,rust,0.0,False
912,s,0.018779755798372846,True
913,saddle,0.0,False
914,salad,0.0,False
915,salmon,0.0,False
916,salt shaker,0.0,False
917,sand,0.0,False
918,sandwich,0.0,False
919,satchel,0.0,False
920,sauce,0.0,False
921,saucer,0.0,False
922,sausage,0.0,False
923,scale,0.0,False
924,scarf,0.0,False
925,scissors,0.0,False
926,scooter,0.0,False
927,screen,0.0,False
928,sculpture,0.0,False
929,sea,0.0027098441534568617,True
930,sea gulls,0.0,False
931,seagull,0.0,False
932,seat,0.0,False
933,seats,0.0,False
934,section,0.0,False
935,sectional,0.0,False
936,shade,0.0,False
937,shades,0.0,False
938,shadow,0.0,False
939,shadows,0.0,False
940,shaker,0.0,False
941,shape,0.0,False
942,shed,0.0,False
943,sheep,0.0,False
944,sheet,0.0,False
945,sheets,0.0,False
946,shelf,0.0,False
947,shelter,0.0,False
948,shelves,0.0,False
949,shepard,0.0,False
950,ship,0.0,False
951,shirt,0.006586305923526744,True
952,shirts,0.0,False
953,shoe,0.0,False
954,shoes,0.0,False
955,shop,0.002208565425852831,True
956,shore,0.0,False
957,shoreline,0.0,False
958,short,0.0029606691956953904,True
959,shorts,0.0,False
960,shower,0.0,False
961,shower curtain,0.0,False
962,shower doors,0.0,False
963,shrimp,0.0,False
964,shrub,0.0,False
965,shrubbery,0.0,False
966,shrubs,0.0,False
967,shutter,0.0,False
968,side,0.0036761677880539005,True
969,side of rock,0.0,False
970,sidewalk,0.0,False
971,siding,0.0,False
972,sign,0.0025433436468862984,True
973,sign post,0.0,False
974,signal,0.0,False
975,signboard,0.0,False
976,signs,0.0,False
977,silverware,0.0,False
978,sink,0.0,False
979,skate board,0.0,False
980,skate park,0.0,False
981,skateboard,0.0,False
982,skateboarder,0.0,False
983,skater,0.0,False
984,skater shoes,0.0,False
985,ski,0.0,False
986,ski pants,0.0,False
987,ski pole,0.0,False
988,ski poles,0.0,False
989,ski slope,0.0,False
990,skier,0.0,False
991,skiers,0.0,False
992,skies,0.0,False
993,skin,0.0,False
994,skirt,0.0,False
995,skis,0.0,False
996,skull,0.0,False
997,skull picture,0.0,False
998,sky,0.0036003048839927548,True
999,sky scrapers,0.0,False
1000,skyline,0.0,False
1001,slab,0.0,False
1002,slat,0.0,False
1003,sleeve,0.0020079796634366134,True
1004,sleeves,0.0,False
1005,slice,0.0,False
1006,slices,0.0,False
1007,slope,0.0,False
1008,smile,0.0,False
1009,smoke,0.0,False
1010,sneaker,0.0,False
1011,sneakers,0.0,False
1012,snow,0.0,False
1013,snowboard,0.0,False
1014,snowboarder,0.0,False
1015,soap,0.0,False
1016,soap dish,0.0,False
1017,soap dispenser,0.0,False
1018,soccer ball,0.0,False
1019,soccer player,0.0,False
1020,sock,0.0,False
1021,socket,0.0,False
1022,socks,0.0,False
1023,sofa,0.0,False
1024,soil,0.0,False
1025,someone,0.0,False
1026,soup,0.0,False
1027,space,0.0038418194789146885,True
1028,spatula,0.0,False
1029,speaker,0.0,False
1030,spectator,0.0,False
1031,spectators,0.0,False
1032,spinach,0.0,False
1033,spire,0.0,False
1034,splash,0.0,False
1035,spokes,0.0,False
1036,spoon,0.0,False
1037,spot,0.0,False
1038,spots,0.0,False
1039,spout,0.0,False
1040,sprinkles,0.0,False
1041,square,0.0029141169591124145,True
1042,squares,0.0,False
1043,squash,0.0,False
1044,stabilizer,0.0,False
1045,stadium,0.0,False
1046,stage,0.0,False
1047,stain,0.0,False
1048,stair,0.0,False
1049,staircase,0.0,False
1050,stairs,0.0,False
1051,stairway,0.0,False
1052,stalk,0.0,False
1053,stand,0.0,False
1054,stands,0.0,False
1055,star,0.0,False
1056,station,0.0,False
1057,station wagon,0.0,False
1058,statue,0.0,False
1059,steeple,0.0,False
1060,steering wheel,0.0,False
1061,stem,0.0,False
1062,stems,0.0,False
1063,step,0.0,False
1064,steps,0.0,False
1065,stick,0.0,False
1066,sticker,0.0,False
1067,stickers,0.0,False
1068,sticks,0.0,False
1069,stone,0.002649472136099111,True
1070,stones,0.0,False
1071,stool,0.0,False
1072,stop,0.0,False
1073,stop light,0.0,False
1074,stop sign,0.0,False
1075,store,0.0,False
1076,storefront,0.0,False
1077,stove,0.0,False
1078,strap,0.0,False
1079,straps,0.0,False
1080,straw,0.0,False
1081,strawberries,0.0,False
1082,strawberry,0.0,False
1083,stream,0.0,False
1084,street,0.002902684472521382,True
1085,street lamp,0.0,False
1086,street light,0.0,False
1087,street lighting,0.0,False
1088,street lights,0.0,False
1089,street sign,0.0,False
1090,streetlight,0.0,False
1091,string,0.0,False
1092,strings,0.0,False
1093,strip,0.0,False
1094,stripe,0.0,False
1095,stripes,0.0,False
1096,stroller,0.0,False
1097,structure,0.0,False
1098,stuff,0.0,False
1099,stuffed animal,0.0,False
1100,sugar,0.0,False
1101,suit,0.0,False
1102,suitcase,0.0,False
1103,suitcases,0.0,False
1104,sun,0.0,False
1105,sunglasses,0.0,False
1106,sunlight,0.0,False
1107,sunset,0.0,False
1108,support,0.0,False
1109,surf board,0.0,False
1110,surface,0.0,False
1111,surfboard,0.0,False
1112,surfboards,0.0,False
1113,surfer,0.0,False
1114,surfers,0.0,False
1115,surfing,0.0,False
1116,suv,0.0,False
1117,sweater,0.0,False
1118,sweatshirt,0.0,False
1119,swim trunks,0.0,False
1120,switch,0.0,False
1121,system,0.0,False
1122,t,0.007256180671484845,True
1123,t shirt,0.0,False
1124,t-shirt,0.003845983980990772,True
1125,table,0.005524039588234194,True
1126,table cloth,0.0,False
1127,table top,0.0,False
1128,tablecloth,0.0,False
1129,tables,0.0,False
1130,tag,0.0,False
1131,tail,0.0,False
1132,tail feathers,0.0,False
1133,tail light,0.0,False
1134,tank,0.0,False
1135,tank top,0.0,False
1136,tanks,0.0,False
1137,tape,0.0,False
1138,tarmac,0.0,False
1139,tarp,0.0,False
1140,tattoo,0.0,False
